Locationabbr,Locationdesc,Question,Response,Sample_Size
OK,Oklahoma,Do you have difficulty dressing or bathing?,Yes,517
OK,Oklahoma,Do you have difficulty dressing or bathing?,No,"7,708"
OK,Oklahoma,Do you have serious difficulty walking or climbing stairs?,Yes,"2,012"
OK,Oklahoma,Do you have serious difficulty walking or climbing stairs?,No,"6,210"
OK,Oklahoma,"Adults who are limited in any activities because of physical, mental, or emotional problems",Yes,"2,559"
OK,Oklahoma,"Adults who are limited in any activities because of physical, mental, or emotional problems",No,"5,687"
OK,Oklahoma,Adults with health problem(s) that requires the use of special equipment,Yes,"1,200"
OK,Oklahoma,Adults with health problem(s) that requires the use of special equipment,No,"7,066"
OK,Oklahoma,What is the highest grade or year of school you completed?,Less than H.S.,832
OK,Oklahoma,What is the highest grade or year of school you completed?,H.S. or G.E.D.,"2,706"
OK,Oklahoma,What is the highest grade or year of school you completed?,Some post-H.S.,"2,335"
OK,Oklahoma,What is the highest grade or year of school you completed?,College+,"2,540"
OK,Oklahoma,What is your employment status?,No work< yr,153
OK,Oklahoma,What is your employment status?,No work >yr,133
OK,Oklahoma,What is your employment status?,Student,189
OK,Oklahoma,What is your employment status?,Retired,"2,343"
OK,Oklahoma,What is your employment status?,Unable to work,875
OK,Oklahoma,What is your employment status?,Employed,"3,328"
OK,Oklahoma,What is your employment status?,Homemaker,707
OK,Oklahoma,What is your employment status?,Self-employed,674
OK,Oklahoma,What is your annual household income?,"Less than $15,000",930
OK,Oklahoma,What is your annual household income?,"$15,000 - 24,999","1,405"
OK,Oklahoma,What is your annual household income?,"$25,000 - 34,999",928
OK,Oklahoma,What is your annual household income?,"$35,000 -  49,999","1,069"
OK,Oklahoma,What is your annual household income?,"$50,000+","2,921"
OK,Oklahoma,Have you used the internet in the past 30 days?,Yes,"6,087"
OK,Oklahoma,Have you used the internet in the past 30 days?,No,"2,241"
OK,Oklahoma,What is your marital status?,Married,"4,539"
OK,Oklahoma,What is your marital status?,Divorced,"1,262"
OK,Oklahoma,What is your marital status?,Widowed,"1,281"
OK,Oklahoma,What is your marital status?,Separated,182
OK,Oklahoma,What is your marital status?,Never married,944
OK,Oklahoma,What is your marital status?,Partnered,202
OK,Oklahoma,How many children live in your household? (variable calculated from one or more BRFSS questions),None,"6,270"
OK,Oklahoma,How many children live in your household? (variable calculated from one or more BRFSS questions),Five or more children,52
OK,Oklahoma,How many children live in your household? (variable calculated from one or more BRFSS questions),Four children,125
OK,Oklahoma,How many children live in your household? (variable calculated from one or more BRFSS questions),Three children,394
OK,Oklahoma,How many children live in your household? (variable calculated from one or more BRFSS questions),Two children,740
OK,Oklahoma,How many children live in your household? (variable calculated from one or more BRFSS questions),One child,833
OK,Oklahoma,What is your race/ethnicity?,White,"6,347"
OK,Oklahoma,What is your race/ethnicity?,Black,475
OK,Oklahoma,What is your race/ethnicity?,MultiRacial,480
OK,Oklahoma,What is your race/ethnicity?,Other,678
OK,Oklahoma,What is your race/ethnicity?,Hispanic,421
OK,Oklahoma,Do you own or rent your home?,Own,"6,178"
OK,Oklahoma,Do you own or rent your home?,Rent,"1,742"
OK,Oklahoma,Do you own or rent your home?,Other,369
OK,Oklahoma,Gender of respondent,Male,"3,438"
OK,Oklahoma,Have you ever served on active duty in the United States Armed Forces?,Yes,"1,225"
OK,Oklahoma,Have you ever served on active duty in the United States Armed Forces?,No,"7,210"
OK,Oklahoma,Was there a time in the past 12 months when you needed to see a doctor but could not because of cost?,Yes,990
OK,Oklahoma,Was there a time in the past 12 months when you needed to see a doctor but could not because of cost?,No,"7,443"
OK,Oklahoma,Do you have any kind of health care coverage?,Yes,"7,631"
OK,Oklahoma,Do you have any kind of health care coverage?,No,794
OK,Oklahoma,About how long has it been since you last visited a doctor for a routine checkup?,Within the past year,"5,828"
OK,Oklahoma,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 2 years,959
OK,Oklahoma,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 5 years,620
OK,Oklahoma,About how long has it been since you last visited a doctor for a routine checkup?,5 or more years ago,758
OK,Oklahoma,About how long has it been since you last visited a doctor for a routine checkup?,Never,138
OK,Oklahoma,Do you have one person you think of as your personal doctor or health care provider?,"Yes, only one","6,315"
OK,Oklahoma,Do you have one person you think of as your personal doctor or health care provider?,More than one,714
OK,Oklahoma,Do you have one person you think of as your personal doctor or health care provider?,No,"1,412"
OK,Oklahoma,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),Yes,"4,592"
OK,Oklahoma,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),No,764
OK,Oklahoma,Health Status (variable calculated from one or more BRFSS questions),Good or Better Health,"6,471"
OK,Oklahoma,Health Status (variable calculated from one or more BRFSS questions),Fair or Poor Health,"1,960"
OK,Oklahoma,How is your general health?,Excellent,"1,209"
OK,Oklahoma,How is your general health?,Very good,"2,513"
OK,Oklahoma,How is your general health?,Good,"2,749"
OK,Oklahoma,How is your general health?,Fair,"1,293"
OK,Oklahoma,How is your general health?,Poor,667
OK,Oklahoma,Have you ever been tested for HIV?,Yes,"1,591"
OK,Oklahoma,Have you ever been tested for HIV?,No,"6,168"
OK,Oklahoma,Adults aged 65+ who have had a flu shot within the past year (variable calculated from one or more BRFSS questions),Yes,"1,956"
OK,Oklahoma,Adults aged 65+ who have had a flu shot within the past year (variable calculated from one or more BRFSS questions),No,946
OK,Oklahoma,Adults aged 65+ who have ever had a pneumonia vaccination (variable calculated from one or more BRFSS questions),Yes,"2,127"
OK,Oklahoma,Adults aged 65+ who have ever had a pneumonia vaccination (variable calculated from one or more BRFSS questions),No,697
OK,Oklahoma,Have you ever had the shingles or zoster vaccine?,Yes,"1,299"
OK,Oklahoma,Have you ever had the shingles or zoster vaccine?,No,"4,106"
OK,Oklahoma,Respondents who have reported having driven after drinking too much (variable calculated from one or more BRFSS questions),Have driven after having too much to drink,58
OK,Oklahoma,Respondents who have reported having driven after drinking too much (variable calculated from one or more BRFSS questions),Have not driven after having too much to drink,"2,990"
OK,Oklahoma,Always wears a seat belt? (variable calculated from one or more BRFSS questions),Always Wears a Seatbelt,"6,902"
OK,Oklahoma,Always wears a seat belt? (variable calculated from one or more BRFSS questions),Does Not Always Wear a Seatbelt,"1,218"
OK,Oklahoma,Adults aged 65+ who have had all their natural teeth extracted (variable calculated from one or more BRFSS questions),Yes,611
OK,Oklahoma,Adults aged 65+ who have had all their natural teeth extracted (variable calculated from one or more BRFSS questions),No,"2,368"
OK,Oklahoma,Visited the dentist or dental clinic within the past year for any reason (variable calculated from one or more BRFSS questions),Yes,"4,919"
OK,Oklahoma,Visited the dentist or dental clinic within the past year for any reason (variable calculated from one or more BRFSS questions),No,"3,483"
OK,Oklahoma,Adults that have had any permanent teeth extracted (variable calculated from one or more BRFSS questions),Yes,"4,772"
OK,Oklahoma,Adults that have had any permanent teeth extracted (variable calculated from one or more BRFSS questions),No,"3,592"
OK,Oklahoma,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),"2,643"
OK,Oklahoma,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Overweight (BMI 25.0-29.9),"2,920"
OK,Oklahoma,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Normal Weight (BMI 18.5-24.9),"2,293"
OK,Oklahoma,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Underweight (BMI 12.0-18.4),153
OK,Oklahoma,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,"5,785"
OK,Oklahoma,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,"2,659"
OK,Oklahoma,Men aged 40+ who have had a PSA test within the past two years (variable calculated from one or more BRFSS questions),Yes,"1,182"
OK,Oklahoma,Men aged 40+ who have had a PSA test within the past two years (variable calculated from one or more BRFSS questions),No,"1,220"
OK,Oklahoma,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,"1,427"
OK,Oklahoma,Adults who are current smokers (variable calculated from one or more BRFSS questions),No,"6,767"
OK,Oklahoma,"Do you currently use chewing tobacco, snuff, or snus?",Every day,240
OK,Oklahoma,"Do you currently use chewing tobacco, snuff, or snus?",Some days,134
OK,Oklahoma,"Do you currently use chewing tobacco, snuff, or snus?",Not at all,"7,836"
OK,Oklahoma,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,"1,030"
OK,Oklahoma,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke some days,397
OK,Oklahoma,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Former smoker,"2,404"
OK,Oklahoma,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Never smoked,"4,363"
OK,Oklahoma,Women aged 50-74 who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Received a mammogram within the past 2 years,"1,689"
OK,Oklahoma,Women aged 50-74 who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Did not receive a mammogram within the past 2 years,730
OK,Oklahoma,Women aged 50+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Yes,"2,199"
OK,Oklahoma,Women aged 50+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),No,"1,033"
